Title,Description,Time,Vader_Sentiment,TextBlob_Sentiment,FinBERT_Sentiment
Vietnam Ideally Placed in SDGs Implementation Progress: UNDP,"United Nations Development Programme (UNDP) Resident Representative a.i. in Vietnam, Terence D. Jones stated that Vietnam is in a very good position within Asia in terms of general development in achieving the Sustainable Development Goals (SDGs).",2021-10-22,0.7178,0.48,neutral
8 Harbord Square: London's First Blank Canvas Homes for the Creatively Adventurous,"LONDON, UK - Media OutReach - 22 October 2021 - New to the market, 8 Harbord Square is a collection of 82 loft style apartments, inspired by the history of the London docklands and Canary Wharf and influenced by the warehouse districts of Lower Manhattan. Designed completely open plan with no fixed walls and exposed interior features, purchasers can enjoy lifelong autonomy to shape their homes to match their lifestyle.",2021-10-22,0.5859,0.07727272727272727,negative
Become Unbeatable - AOC Launches AGON 4 Series,"SINGAPORE - Media OutReach - 22 October 2021 - AOC, the world's no. 1 gaming monitor specialist, has launched the AGON 4 Series. Part of its newly-branded AGON PRO line for professional team gamers and individuals seeking stardom within the global gaming community, the new AGON 4 series has already received industry acclaim achieving the Red Dot Design Award.",2021-10-22,0.5994,0.05909090909090909,negative
Vietnam Remain an Attractive Investment Destination in Post Pandemic: Bangkok Post,"Given Vietnam's deep integration with the global economy, the Vietnamese economy has shown remarkable resilience in spite of being hit by the ongoing COVID-19 pandemic. Facts stating optimism for the Vietnamese economy are building as the local market beat other foreign rivals thanks to GDP growth during COVID-19 last year, according to the Bangkok Post.",2021-10-22,0.8481,0.0875,neutral
The Renewable Energy Sector in ASEAN Attracts Italian Businesses,"The discussion forum on renewable energy and sustainable development in ASEAN was held on Oct. 20 by the Embassy of Vietnam in Italy and the Italian nonprofit organization Festival Della Diplomazia. At the event, Trade Counselor at the Embassy of Vietnam in Italy Nguyen Duc Thanh stressed that Italian businesses have great potential to realize cooperation opportunities with Vietnam in the renewable energy sector.",2021-10-21,0.8934,0.2,neutral
MEXC Wins Major Award at the Crypto Expo Dubai Conference,"SINGAPORE - Media OutReach - 21 October 2021 - MEXC Global has won the title of the best crypto exchange in Asia at the Crypto Expo Dubai 2021. The event featured some of the biggest brand names in the blockchain industry. MEXC was a proud gold partner for the event, which allowed top companies shaping the digital assets space to exhibit their various products and services.",2021-10-21,0.9393,0.3833333333333333,neutral
The Enabling Festival 2021: Trigger Food Memories via Taste to Support Persons With Dementia,"Enable Asia, a local social enterprise focused on advocacy for persons living with dementia and their caregivers, kicks off its fourth instalment of the Enabling Festival today.",2021-10-21,0.7003,0.011111111111111112,negative
Oxford University Press (China) Hosts Education Leadership Forum to Celebrate 60 Years of Empowering Teachers and Learners,"HONG KONG SAR - Media OutReach - 20 October 2021 - The pandemic has brought significant changes to the local education sector, challenging the ways we teach and learn. Since the school lockdown in February 2020, schools have evolved and relied more on education technology and digital resources to keep up with the pace of learning.",2021-10-20,0.5423,0.275,positive
Mead Johnson Nutrition Hong Kong and HKUST Business School Join Hands to Nurture Business Talents,"HONG KONG SAR - Media OutReach - 20 October 2021 - Mead Johnson Nutrition Hong Kong (""Mead Johnson"") is partnering with the Hong Kong University of Science and Technology (HKUST) Business School in ""Corporate Project"" in Fall & Winter Semester 2021.",2021-10-20,0.2732,0.0,negative
DFA Design for Asia Awards 2021 Winners Announcement,HONG KONG SAR - Media OutReach - 19 October 2021 - The DFA Awards is a flagship programme of the Hong Kong Design Centre (HKDC). It is comprised of five major awards to acknowledge leaders for their outstanding contributions to the design industry and celebrate projects at the forefront of design excellence with Asian perspectives.,2021-10-19,0.9652,0.1875,neutral
DFA Awards 2021 Winners Announcement,HONG KONG SAR - Media OutReach - 19 October 2021 - The DFA Awards is a flagship programme of the Hong Kong Design Centre (HKDC). It is comprised of five major awards to acknowledge leaders for their outstanding contributions to the design industry and celebrate projects at the forefront of design excellence with Asian perspectives.,2021-10-19,0.9652,0.1875,neutral
Global List Includes Name Of Vietnamese “Unicorns”,"Startup Sky Mavis with the game Axie Infinity has surprised the Vietnamese startup community when it reached a huge total market capitalization - US$2.4 billion - after three years since its release, a record time in the Asian technology world.",2021-10-19,0.5574,0.019999999999999983,neutral
20th ASEAN Economic Community Council Looks Toward the Future,"At the 20th ASEAN Economic Community Council Meeting, Vietnam actively gave comments on the ASEAN Economic Community Blueprint 2025 and the development of the ASEAN vision post-2025",2021-10-18,0.5106,0.06666666666666668,negative
Solutions to Support Women in Digital Transformation in Covid-19,"Many solutions to support women in digital transformation in the context of Covid-19 have been implemented by the Vietnam Women's Union and NGOs in Vietnam. These solutions aim to help women take advantage of opportunities to develop themselves and their families, contributing to the overall development of the country.",2021-10-18,0.886,0.16666666666666666,neutral
PolyU Receives Support To Establish Research Institutes for Smart Cities and Smart Energy,"Thanks to a generous donation from the Otto Poon Charitable Foundation (the Foundation), The Hong Kong Polytechnic University (PolyU) has established two research institutes in support of the University's research endeavours in the areas of smart cities and sustainable energy.",2021-10-18,0.9371,0.33809523809523806,negative
"Yonyou Launches TMS Cloud in Hong Kong, Empowering Multinational Enterprises on Global Treasury Management","HONG KONG SAR - Media OutReach - 18 October 2021 - Amid Covid-19 pandemic, cross-border trades fall sharply. In order to accelerate digital transformation and achieve durable growth for multinational enterprises, in 2020 Yonyou Network Technology has released YonBIP, a brand new business innovation platform.",2021-10-18,0.743,0.0037878787878787845,neutral
"MDXi Data Center Expands Lekki Facility; Launches New Facility Q1, 2022","LAGOS, NIGERIA - EQS Newswire - 18 October 2021 - Nearly four months after the launch of its prestigious Tier III facility at Appolonia City, Accra, Ghana, MDXi, a MainOne company has announced the expansion of its data center facilities in Lekki, Lagos. This expansion tagged ""Lekki II"" will be the latest addition to the portfolio of MDXi, which is already the leading commercial data center provider in the region. The new Tier III data center is being deployed on a very aggressive timeline and with provision for growth using the latest modular data center technology to deliver unparalleled quality of services to our",2021-10-18,0.1796,0.10363636363636364,neutral
Vietnam Remains Magnet for EU Investments,EU investments in Vietnam still increased by $483 million year-on-year in the first nine months of this year to $22 billion despite impacts of the Covid-19 pandemic.,2021-10-18,0.2732,0.25,negative
European Corporations Invest Billions in Vietnam,"By the end of September, investments in Vietnam from major European corporations reached over US$ 22 billion, up almost US$ 500 million compared to the same period in 2020",2021-10-16,0.1027,0.020833333333333332,neutral
VinFast CEO Plans Electric SUV U.S. Delivery in 2022,"VinFast automaker will begin taking pre-orders for its VF e35 and e36 electric SUVs in the United States in the first half of 2022, with deliveries expected by the end of the year, said Global Chief Executive Michael Lohscheller.",2021-10-16,0.4215,-0.004166666666666666,negative
Gunung Raja Paksi Collaborates With Institut Pertanian Bogor To Strengthen ESG Efforts,"Gunung Raja Paksi (GRP), one of Southeast Asia's largest privately-owned vertically integrated steel companies, today announces its collaboration with the Institut Pertanian Bogor (IPB University) in an effort to strengthen the education institution's environmental, social, and governance (ESG) efforts.",2021-10-15,0.3182,0.03333333333333333,negative
New 4K Philips 8500 Series TV for Taiwan Introduces Antibacterial Remote and Apple TV+,"The Philips 8500 series, a 4K UHD LED Android Displays, are now available in Taiwan. This new TV features Ambilight, to extend the display into the room, and a safety-oriented antibacterial remote control – and it is also among the many Philips displays that now boast Apple TV+ coverage via the Apple TV app.",2021-10-15,0.1779,0.2340909090909091,negative
Vietnam to Diversify Energy Generation,"Prime Minister Pham Minh Chinh affirmed Vietnam's priority on diversifying energy resources, focusing on clean and renewable energy.",2021-10-15,0.7096,0.3666666666666667,negative
Bamboo Airways Opens USA Sales via ARC,US travel agents including online resellers can be now selling Bamboo Airways',2021-10-14,0.0,0.0,negative
Medtronic Proposes to Invest US$50m For First-of-its-kind Regional Open Innovation Platform,"Medtronic plc (NYSE: MDT), a global leader in healthcare technology, today announced the launch of the Medtronic Open Innovation Platform (OIP) in Singapore.",2021-10-14,0.3818,0.0,negative
Microban International appoints new President and Senior Directors,"NORTH CAROLINA, USA - News Direct - 14 October 2021 - Microban® International, the global leader in antimicrobial additives and odor control solutions, is proud to announce the appointment of Michael Ruby as President of the corporation and Graham Harvey as Senior Director of Business Development for the global Built-in business, effective October 1, 2021.",2021-10-14,0.7845,0.25,negative
Vietnam's Renewable Energy Sector Continues to Attract Foreign Investments,"Vietnam is recording the highest rate of investment in renewable energy amongst the ASEAN countries, according to international organizations’ evaluation.",2021-10-13,0.2732,0.0,neutral
Japanese Businesses Adapt to Vietnam's New Normal,"As the head of Mitani Sangyo Group with 7 manufacturing subsidiaries in Vietnam, Tadateru Mitani said that there are many difficulties when operating remotely due to the Covid-19 pandemic.",2021-10-13,-0.296,0.1875,positive
Kroll's Cyber Risk Practice Announces New Hires to Bolster APAC Expansion,"HONG KONG SAR - Media OutReach - 13 October 2021 - Kroll, the world's premier provider of services and digital products related to valuation, governance, risk and transparency, today announced it is expanding its cyber risk services in Asia Pacific with several recent strategic new hires to bolster its existing world-class capability.",2021-10-13,-0.2732,0.02727272727272727,neutral
M1 Offers Speed for Every Need With New 2Gbps Fibre Broadband Plan,"From gamers and internet surfers to professionals and students, M1's newly launched Fibre tariff enhances connectivity in the homes of the digitally driven. Addressing issues related to network congestion, this new tariff boasts a dual connection.",2021-10-13,0.128,0.06818181818181818,neutral
Virtuos Bolsters European Presence with its New Lyon Studio,"SINGAPORE - Media OutReach - 12 October 2021 - Virtuos, a leading global video game development company, today announced the establishment of a new studio in Lyon, France's second major video game development center after Paris.",2021-10-12,0.2732,-0.10016233766233766,negative
Vietnam’s Development Agenda Receives Additional Boost,Australian Government grants Vietnam 5 million AUD to recover economy post-Covid and support the country's development agenda.,2021-10-12,0.5574,0.0,negative
Foreign Experts: Vietnam Ranks High on Economic Performance,"Vietnam ranks high on economic performance in the region, fuelled by a powerful gain of manufacturing and export capability.",2021-10-12,0.7351,0.21999999999999997,neutral
Vietnam's New Normal Paves Way for Economic Recovery,Experts lowered Vietnam's economic potential is forcasted for strong growth in 2022.,2021-10-12,0.6597,0.2111111111111111,neutral
Vietnamese Goods Lose to Foreign Competitors on E-commerce Platforms,Research unit iPrice has just published the results of an e-commerce survey showing that Vietnamese goods are falling behind imported goods via e-commerce.,2021-10-11,-0.1531,-0.4,negative
Vietnam Remains Important Production Centre for Global Brands,"Despite the fourth wave of the COVID-19 pandemic having a great impact on the textile, garment, and footwear supply chain, representatives of several major brands still believe that the nation remains an important production centre for them.",2021-10-11,0.7096,0.25250000000000006,negative
"Vietnam - Austria cooperate towards the ""Green"" economy","VIENNA, AUSTRIA - Media OutReach - 11 October 2021 - On October 8, 2021, the Embassy of Viet Nam in Austria organised the 76th Vietnamese National Day in Vienna along with the participation of representatives from Austria's Ministry of European and International Affairs, local administrations as well as leaders of international organisations in Vienna, international friends and overseas Vietnamese in Austria.",2021-10-11,0.743,0.0,negative
CPA Australia: Demand For ESG Talent To Boom In Mainland China,"Demand for the environment, social and governance (ESG) talent in Mainland China will boom in the next five years, according to a survey by one of the world's largest professional accounting bodies, CPA Australia.",2021-10-11,0.3182,0.044444444444444446,neutral
Green Common Begins New Chapter In Green Diets,"Green Common championed sustainability through discovering the endless potential of vegan diets, offering diverse, quality vegan choices, and has since become a household name for its unique combination of plant-based retail and eatery.",2021-10-11,0.296,-0.05,neutral
"Vietnam, Australia Seek Ways To Enhance Economic Cooperation","Vietnamese Minister of Planning and Investment Nguyen Chi Dung and Australian Minister for Trade, Investment, and Tourism Dan Tehan hoped to launch the ""Australia-Vietnam Enhanced Economic Engagement Strategy in 2021-2025"" this year.",2021-10-11,0.6808,0.1,negative
Special Incentives Set to Raise Investment Efficiency,"The special investment incentives cover corporate income tax, land rents and water surface rents.",2021-10-10,0.6124,0.17857142857142858,negative
"Conference Held to Connect Fruit Cooperatives, Businesses","On Oct. 8, the Vietnam Cooperative Alliance held the conference “Trade promotion for fruit cooperatives of Vietnam.”",2021-10-09,0.0,0.0,negative
Vietnam to Pilot Domestic Flight Resumption,The government has approved a pilot reopening of several domestic air routes starting Oct. 10 with further adjustments being made later on,2021-10-09,0.4215,0.0,negative
Binh Thuan Dragon Fruit Given Geographical Indication Certificate in Japan,"Dragon fruit, a specialty of Binh Thuan province, has officially been awarded the Protected Geographical Indication certificate in Japan. This is Vietnam’s second agricultural product granted the certificate, following Luc Ngan lychees of Bac Giang province.",2021-10-08,0.765,0.0,negative
Businesses Adopt Flexible Approach to Maintain Stable Production amid Pandemic,"Businesses in Vietnam have been adapting to constant changes due to the impact of Covid. Production has been resuming gradually, readily responding to the new normal.",2021-10-08,0.0,0.07227272727272727,negative
Vietnam’s Trade Balance Improving with Surplus in September,"Vietnam recorded a trade surplus of $0.5 billion in September after five consecutive months of trade deficit, giving a hope for trade balance this year.",2021-10-08,0.3818,0.0,negative
"Vietnam's ""New Normal"" Entices Foreign Businesses","Many Japanese companies are considering a plan to move part of their production chains to Vietnam in the time ahead, according to the Vietnam Trade Office in Japan. While the homeland has suffered many losses this year, Vietnamese experts offer important solutions for keeping foreign investment in Vietnam.",2021-10-07,-0.5267,0.255,negative
Ev Dynamics' 12-Meter E-Bus Passes Homologation in Europe,"HONG KONG SAR - Media OutReach - 7 October 2021 - Ev Dynamics (Holdings) Limited (the ""Company"", Stock Code: 476, together with its subsidiaries, collectively ""Ev Dynamics"" or the ""Group""), a provider of new energy vehicles and integrated technology solutions, today announced that its 12-meter E-Bus model has passed the Whole Vehicle-Type-Approval System (WVTA) and Standardized On-Road Test Cycles (E-SORT) of the Economic Commission of Europe, laying the foundation for the Company's entry into the European market at large.",2021-10-07,0.7351,0.1132034632034632,neutral
FDI Inflows Prove Foreign Firms' Confidence in Vietnam's Socio-economic Recovery,"Despite Covid-19 pandemic, foreign investments in Vietnam still rose, showing investors' trust and optimism about the country’s socio-economic recovery and development in the coming time.",2021-10-07,0.7783,0.2375,neutral
COACH Giant Dinosaur Rexy Stomps Over Kuala Lumpur's Busiest Shopping District,"KUALA LUMPUR, MALAYSIA - Media OutReach - 7 October 2021 - From digital 3D waves in South Korea to a 3D kitten on a building in Tokyo, 3D billboards are drawing the attention of pedestrians all over the world.",2021-10-07,0.2732,0.0,negative
Boosting Husbandry & Aquaculture to Achieve the Target Growth Rate for the Agriculture Sector,"To meet the target growth rate of 2.8% for Vietnam’s agricultural sector in 2021, the animal husbandry and aquaculture segments must achieve strong growth in the final quarter.",2021-10-06,0.8176,0.21666666666666667,positive
VinFast & Europe's AUTOBEST Enter New Strategic Partnership,"For VinFast, the partnership with AUTOBEST affirms that Europe is one of the key markets in the company's global expansion strategy.",2021-10-06,0.0,0.0,neutral
GEODIS to Open New Multi-User Facility in Luhari to Seize Strong Growth Opportunities in India’s Retail Supply Chain,"NEW DELHI, INDIA - Media OutReach - 6 October 2021 - GEODIS, a global leading transport and logistics services provider, today announced the upcoming launch of a new multi-user facility at the LOGOS Logistics Estate in Luhari, 60 kilometres north of Delhi.",2021-10-06,0.2732,0.0909090909090909,negative
Ho Chi Minh City's Domestic Flights will Resume on Oct 10,"Ho Chi Minh City has agreed to the Civil Aviation Authority of Vietnam's (CAA) plan to resume domestic flight routes. Meanwhile, Hanoi still weighs it's options.",2021-10-06,0.34,0.0,negative
VN-Index Surges To Near 7-week High,"Vietnam’s benchmark VN-Index shot up 1.13 percent to 1,354.63 points, the highest in nearly seven weeks, with foreign investors turning net buyers.",2021-10-06,0.0,-0.008333333333333331,neutral
CPA Australia: Eighty-five Per Cent of Hong Kong Accountants Committed to Achieving Net Zero,"HONG KONG SAR - Media OutReach - 6 October 2021 - One of the world's largest professional accounting bodies, CPA Australia, has joined 12 global accounting bodies to commit to net zero greenhouse gas emissions.",2021-10-06,0.5106,0.03333333333333333,negative
Bae Suzy’s new look will surely make a way into your hearts!,"SINGAPORE - Media OutReach - 6 October 2021 -DAEBAK! Bae Suzy has a new look and is looking gorgeous at the new K-Wave zone in Madame Tussauds Singapore. Her blue dress was inspired from an outfit that she had worn at the press conference of the movie, Baekdu Mountain (Ashfall). ""Not only being one of the most popular actresses in South Korea, Suzy is also one of the most popular wax figures in Madame Tussauds Singapore, and we are very happy to give her a new fresh look. We will also be launching more new figures and experiences to the attraction in the next couple of months,"" says Alex Ward, General Manager of Madame",2021-10-06,0.9715,0.3309659090909091,neutral
Bamboo Airways Offers Direct Flights to the U.S.,"In its recent report to the Ministry of Transport, the Civil Aviation Authority of Vietnam underlined that the private carrier Bamboo Airway has received an official permit to operate regular nonstop flights connecting Vietnam and the United States.",2021-10-05,0.4767,0.0,negative
Check out POND'S Brand Day on Lazada to Glow like Wendy!,"JAKARTA, INDONESIA - Media OutReach - 5 October 2021 - Global skincare brand POND'S partners with Southeast Asia's leading e-commerce platform Lazada to launch their biggest regional beauty campaign of the year—POND'S x LazMall Glow Like Wendy Brand Day, a 3-day event from 7 to 9 October featuring POND'S new brand ambassador Wendy from Red Velvet, one of the world's most popular K-Pop groups.",2021-10-05,0.8883,0.24727272727272726,negative
"Razer Merchant Services and Paynet Power Mydebit Tap-On-Phone, Turning Merchant Smartphones into Card Payment Terminals","SHAH ALAM, MALAYSIA - Media OutReach - 5 October 2021 - Razer Merchant Services (RMS), the B2B arm of Razer Fintech, has partnered with Payments Network Malaysia (PayNet) to launch the MyDebit Tap-On-Phone (TOP) feature on the RMS Virtual Terminal (RMS VT) mobile application.",2021-10-05,0.2732,0.5,negative
Domino’s utilises Azure to cook up innovation boost,"SYDNEY, AUSTRALIA - Media OutReach - 5 October 2021 - Microsoft is delighted to announce that Domino's Pizza Enterprises has signed a three-year strategic technology and services agreement to use Azure to help accelerate the company's modernisation and expansion plans.",2021-10-05,0.8834,0.7,neutral
"Germany Takes Top Spot in Plastics Management Index, Followed by Japan, France, UK, US","With production forecast expected to double by 2040, plastic is not the world's only pollution challenge, but it is arguably the most prominent.",2021-10-05,0.2592,0.18,neutral
4th Samsung Hope School in Lang Son To Open This Month,The fourth Samsung Hope School in Lang Son province is expected to open in October.,2021-10-05,0.4404,-0.03333333333333333,negative
Deputy Minister of Planning & Investment: Foreign Investment Continues Despite Covid,"In a recent interview, Deputy Minister of Planning and Investment Nguyen Thi Bich Ngoc affirmed that Vietnam remained a safe and attractive destination for foreign investors despite the Covid-19 pandemic.",2021-10-04,0.7003,0.29375,neutral
"Vietnam's Vaccination for Effective Reopening in Hopes for Faster Recovery When 'Living With Covid', Foreign Experts","Foreign observers' latest comments saying that while Vietnam began to take measures for effective control of Covid-19 and recovering socio-economic, prioritized vaccination, sufficient workers, a streamlined “green pass” policy and the lifting of transport restrictions are key to an effective economic reopening in Vietnam.",2021-10-04,0.7351,0.225,negative
"Vietnam Pavilion's Opening Ceremony At Expo 2020 Dubai, UAE","This year marks Vietnam's seventh presence at the World EXPO under the direction of the Ministry of Culture, Sports and Tourism.",2021-10-04,0.0,0.0,neutral
ZOZ Makes Car Services More Accessible with New Outlet Launch in Singapore,"As the leading tyre replacement and repair company in Singapore, ZOZ Pte Ltd comes to the rescue to offer onsite car tyre and battery replacement services to drivers on a 24/7 basis.",2021-10-04,0.5106,0.0,negative
2021 GDP growth to Depend on Effectiveness of Pandemic Control,"This year’s GDP growth would depend a lot on the effectiveness of pandemic control, said a Vietnamese expert.",2021-10-04,0.3818,0.0,negative
Vietnam’s Expects Quick GDP Rebound Despite Recent Drop,"GDP plunged in the third quarter, but macro stability and strong prospects for recovery give reasons to expect improvement in the last quarter",2021-10-03,0.9052,0.14444444444444446,neutral
Vietnam Achieves Trade Balance to Gain US's Trust,The United States and Vietnam have reached an agreement on illegal logging and timber trade that will avoid hefty tariffs on Vietnamese timber exports.,2021-10-02,0.1531,-0.5,negative
Vietnam's Post-Pandemic Economic Recovery Plan,The Ministry of Planning and Investment has proposed eight groups of solutions to support economic recovery and development in the period 2022-2023,2021-10-02,0.5267,0.2,negative
New England Investment & Retirement Group to Join Focus Partner Firm,"Focus Financial Partners Inc. (NASDAQ:FOCS) (""Focus""), a leading partnership of independent, fiduciary wealth management firms, announced today that it has entered into a definitive agreement under which New England Investment & Retirement Group, Inc.",2021-10-02,0.7506,0.04545454545454545,negative
Glow Like Wendy This October with POND'S on Lazada!,"Global skincare brand POND'S partners with Southeast Asia's leading e-commerce platform Lazada to launch their biggest regional beauty campaign of the year—POND'S x LazMall Glow Like Wendy Live Event on 7 October at 6pm featuring POND'S new brand ambassador Wendy from Red Velvet, one of the world's most popular K-Pop groups.",2021-10-01,0.8553,0.22878787878787876,negative
Bamboo Airways Becomes Los Angeles' First Vietnamese Airline Commercial Partner to Launch Vietnam – US Nonstop Flights,"Vietnam's Bamboo Airways, and the Los Angeles Tourism & Convention Board (LA Tourism) signed a letter of cooperation (LOC) to work toward creating a regular nonstop flight between Los Angeles and Vietnam",2021-10-01,0.296,0.0,negative
"Vietnam's Economy To Grow After Covid-19 Pandemic, Said International Economist","After suffering the 4th wave of the Covid-19 pandemic, Vietnam's economy is poised for a recovery.",2021-10-01,-0.2732,0.0,neutral
Which businesses and services allowed to resume operation in HCM City from Oct. 1?,HCM City authorities have issued a directive on measures to prevent and control the Covid-19 epidemic and recover the economy after September 30.,2021-10-01,0.0258,0.0,negative
"When Red Meets Purple: Samsonite Red Launches ""BTS x Samsonite Red"" Collection","Samsonite RED, the global contemporary business casual bag brand launches 'BTS X Samsonite Red' collection, combining the musical theme of BTS' song 'Dynamite' and the 'From Red to Purple' campaign together.",2021-09-30,0.2023,-0.04761904761904762,negative
Hairy Crab Season Has Arrived and Brilliant Fresh Direct Launched Hairy Crab Packages Hairy Crab Lovers,"HONG KONG SAR - Media OutReach - 30 September 2021 - Autumn days may be too long for hairy crab lovers, for they have longed for the seasonal delicacy day and night. To meet the desire of hairy crab lovers for the first time, Brilliant Fresh Direct launched a series of high-quality hairy crab packages, and they are packed in an initiative plastic box, you can taste the seasonal delicacy and have a good time.",2021-09-30,0.9643,0.3666666666666667,negative
Vietnam's GDP Growth Sees Sharp Decrease In First Nine Months of 2021 Due to Pandemic,"With the latest figure, the economy expanded 1.42 percent in January-September period due to heavy impact of the Covid-19 outbreak.",2021-09-30,0.0,0.05833333333333333,neutral
Mead Johnson Nutrition’s Recycling Program Claims Silver for ‘Best PR Campaign – Sustainability’,"Mead Johnson Nutrition Hong Kong's (""Mead Johnson"") city-wide formula cans recycling program with cross sector cooperation, was recognized at MARKETING-INTERACTIVE's PR Awards 2021, receiving the Silver award in the 'Best PR Campaign - Sustainability' category.",2021-09-30,0.8934,0.5,neutral
Foreign Investors Underline Belief in Vietnam's post-Covid Economic Recovery,"Despite the fourth Covid wave that broke out in Vietnam in late April, Vietnam attracted US$ 14 billion in FDI in the first 8 months of 2021, slightly less than the same period last year. This shows that foreign investors are confident in Vietnam’s economic development in the mid-and long term.",2021-09-29,0.4939,0.030833333333333334,neutral
Schneider Electric Wins ‘Sustainable Infrastructure Vendor of the Year’ at the CRN UK Tech Impact Awards,"Award reflects Schneider Electric's leadership in sustainable infrastructure solutions and its commitments to helping partners and customers reduce their environmental impact To date, Schneider Electric has helped its partners and customers reduce 320 million tonnes of CO2Green Premium™ products accounted for more than 76% of sales in 2020 Circular economy addressed though Trade-UPS and ECOFIT™",2021-09-29,0.7845,0.5,neutral
Vietnam’s GDP Grows 1.42 Percent In Nine Months,"Vietnam’s gross domestic product (GDP) increased by 1.42% in the first nine months of 2021, remarking a significant success of the country while battling against the Covid-19 pandemic, as well as maintaining production and business.",2021-09-29,0.5423,0.185,neutral
Hong Kong Baptist University invents novel cell sensor,A research team led by scientists at Hong Kong Baptist University (HKBU) has developed a novel cell sensor with a barcode-like micro-channel structure that enables rapid and low-cost screening of drug-resistant bacteria.,2021-09-29,0.3182,0.1,negative
Advanced Energy’s LGA110D Delivers Best-in-class DC-DC Power Conversion,"Advanced Energy – a global leader in highly engineered, precision power conversion, measurement and control solutions - today introduced the Artesyn LGA110D, a 110 amp-rated, non-isolated digital point-of-load DC-DC converter.",2021-09-29,0.5859,0.14,neutral
Eurocham: Changing Covid-19 strategy is key to economic recovery,Changing the Covid-19 strategy to live safely with the virus is the key to economic recovery that can help Vietnam retain foreign direct investment (FDI).,2021-09-29,0.7096,0.13522727272727272,neutral
Lijiang FOLIDAY Town unveils the New Quality Holiday Life beneath the Jade Snow Mountain,"HONG KONG SAR - Media OutReach - 28 September 2021 - Fosun Tourism Group (""Fosun Tourism"" or the ""Group"", HKEX Stock Code: 1992), one of the leading leisure-focused integrated tourism groups, is pleased to announce that its core business Club Med Resort, the world's leading ""Premium All-Inclusive"" resort brand, held the opening ceremony of Club Med Lijiang Resort in Lijiang City, Yunnan Province on 25 September 2021.",2021-09-28,0.6124,0.5,neutral
"2Africa Extended to The Arabian Gulf, Pakistan and India","HONG KONG SAR - Media OutReach - 28 September 2021 - The 2Africa consortium, comprised of China Mobile International, Facebook, MTN GlobalConnect, Orange, stc, Telecom Egypt, Vodafone and WIOCC, announced today the addition of a new segment - the 2Africa PEARLS branch - extending to the Arabian Gulf, Pakistan and into India.",2021-09-28,0.2732,0.06818181818181818,negative
Lenovo ThinkSmart Core Modular Collaboration Solution Helps Hong Kong Organizations Embrace Hybrid Working Models,HONG KONG SAR - Media OutReach - 28 September 2021 - Lenovo™ today announced that ThinkSmart™ Core is now available in Hong Kong.,2021-09-28,0.2732,0.4,negative
Hong Kong Convention Ambassadors’ Tech Event Wins Underline the City’s Position as a Pivotal I&T Hub,"HONG KONG SAR - Media OutReach - 28 September 2021 - Further to the announcement the return of RISE, one of Asia's largest tech conferences, in March 2022, Hong Kong also recently secured two major technology events to be held next year – the very first Greater Bay Area Artificial Intelligence and Robotics Conference 2022 (GBAAIR Conference), and IEEE Region 10 Conference 2022 (TENCON), which was last held in the city in 2006.",2021-09-28,0.8651,0.0359375,negative
FWD General Insurance tops Forrester Customer Experience Index in Hong Kong For Second Year,FWD General Insurance has topped the Customer Experience Index (CX Index) for two consecutive years in the latest 2020 ranking conducted by Forrester Consulting.,2021-09-28,0.0,0.275,neutral
M1 to Offer the New iPad and iPad mini with Orders Starting on 24 September,"Trade up to the best iPad and iPad mini yet! Just as Apple unveils the new iPad 9th generation and iPad mini 6th generation, M1 ensures that customers can get their hands on the upgraded tablets conveniently.",2021-09-28,0.6696,0.5681818181818181,neutral
Audiobooks in the Midst of a Boom in Vietnam,"Although the market is still new, audio book makers have a high growth rate. Currently, both Voiz FM and Fonos have a monthly revenue increase of six times compared to the first month of the year.",2021-09-27,0.5994,0.1365909090909091,neutral
M1 to Offer the All-New iPhone 13 Line-Up with Orders Starting on 24 September,"Hyped for the new iPhone 13 line-up just announced? With the unveiling of the latest iPhone models, M1 ensures customers can get any of the 4 variants at prices to beat.",2021-09-27,0.0,0.3181818181818182,negative
Vietnam Always Gains Foreign Investors' Trust in Quick Recovery,"Recent announcements made by foreign investors on additional investment to expand production in Vietnam reflect their trust in Vietnam’s prospects for economic recovery despite the complexities of COVID-19, reported the Dau tu (Investment Review) newspaper.",2021-09-27,0.7783,0.025000000000000005,negative
"British Council launches Making Matters, China Design Challenge","BEIJING, CHINA - Media OutReach - 27 September 2021 - The British Council launched Making Matters, China Design Challenge. Themed ""fall in love with the future through circular design"", the Challenge aims to discover young creative talents and to facilitate an exchange of dialogue around circular design.",2021-09-27,0.9246,0.22000000000000003,negative
Check out these new stores in Jewel Changi Airport,Tired of staying home all day or bored of visiting the same old places? You now have good reason to visit Jewel Changi Airport with exciting new stores all ready to welcome you. Come unearth some hidden gems with a mouth-wateringly diverse F&B selection and browse new products from an eclectic variety of retail shops for a fresh and memorable experience.,2021-09-27,0.886,0.2004329004329004,negative
Konica Minolta Launches Workplace Hub in Asia Pacific,"SINGAPORE - Media OutReach - 27 September 2021 - Konica Minolta Business Solutions Asia today announced the launch of Workplace Hub, an all-in-one device unifying an organization's IT and application management into a single centralized platform.",2021-09-27,0.4215,-0.07142857142857142,negative
No FDI Enterprises Move Investments Out of Vietnam,No enterprises have moved their investment out of Vietnam due to the impact of the Covid-19 pandemic.,2021-09-27,-0.296,-0.125,negative
